"CLUSTER","gene_name","MEM.SHIP"
1,"CTD-2302E22.3",0.772352061104732
1,"CTD-2311M21.3",0.55073418018593
1,"CTD-2313N18.5",0.596851657273779
1,"CTD-2353F22.1",0.631718776973601
1,"CTD-2369P2.2",0.607941299326399
1,"CTD-2410N18.3",0.55531385121273
1,"CTD-2509G16.5",0.750139966735994
1,"CTD-2510F5.4",0.714343134879685
1,"CTD-2528L19.4",0.617086507381961
1,"CTD-2537I9.12",0.671902805349565
1,"CTD-2538C1.2",0.556344268375325
1,"CTD-2555K7.4",0.596383965994891
1,"CTD-2571E19.3",0.561723031614633
1,"CTD-2619J13.19",0.645875095882357
1,"CTD-2643K12.1",0.651005785652066
1,"CTD-3032J10.3",0.641843920437026
1,"CTD-3074O7.11",0.542767605347148
1,"CTD-3099C6.9",0.666901045526211
1,"CTD-3105H18.18",0.726363204937478
1,"CTD-3128G10.6",0.641440485264249
1,"CTD-3131K8.3",0.611504559770582
1,"CTD-3222D19.11",0.517322594046949
1,"CTD-3222D19.2",0.784761737600663
1,"CTDNEP1",0.727801134323931
1,"CTSZ",0.674732173017806
1,"CTU1",0.638423437733315
1,"CTU2",0.56108063338642
1,"CWC25",0.508130081819129
1,"CXorf40B",0.502051056461645
1,"CXXC1",0.567559775536414
1,"CYB5D2",0.855086674789635
1,"CYB5R1",0.539416506483113
1,"CYP20A1",0.684954278886779
1,"CYP51A1",0.51043151355218
1,"CYP51P1",0.897512674690974
1,"CYP51P2",0.588052052793708
1,"DAGLB",0.501939677825308
1,"DAP3",0.539605336355806
1,"DARS2",0.54170567399257
1,"DBNDD2",0.551949760962578
1,"DBT",0.516297249948315
1,"DCAF4",0.573217363852708
1,"DCAF7",0.503331016553673
1,"DCAF8",0.617869581878085
1,"DCLRE1B",0.519222598128145
1,"DCTN5",0.573223882358385
1,"DDA1",0.516876694964416
1,"DDB1",0.890181698011563
1,"DDX27",0.589481224959982
1,"DDX39A",0.812946769929647
1,"DDX41",0.704757817904316
1,"DDX54",0.682496217978125
1,"DEPDC4",0.570991150016659
1,"DFFA",0.728857473230521
1,"DFFB",0.502237113954791
1,"DFNB59",0.750413586636031
1,"DGCR14",0.682953554083396
1,"DGUOK",0.517661192550705
1,"DGUOK-AS1",0.534426838480509
1,"DHDDS",0.507788765726454
1,"DHPS",0.760265447427131
1,"DHRS2",0.632517569762284
1,"DHRS4",0.885790422640395
1,"DHRS4-AS1",0.768639825485517
1,"DHX16",0.87541353780304
1,"DHX30",0.792819546335741
1,"DHX34",0.721218755608802
1,"DHX35",0.574234713594282
1,"DHX8",0.650518308567602
1,"DIABLO",0.63916123407683
1,"DIXDC1",0.669229777802726
1,"DLEC1",0.548183348770412
1,"DMWD",0.506865412235119
1,"DNAAF1",0.554579317387511
1,"DNAH11",0.515170780214247
1,"DNAJA3",0.687919521574912
1,"DNAJC11",0.756745684066667
1,"DNAJC14",0.843095186449239
1,"DNAJC16",0.776298964547924
1,"DNAJC30",0.724058394880579
1,"DNAJC9",0.654612990528142
1,"DNAJC9-AS1",0.661292307593816
1,"DNASE1",0.796431025939934
1,"DNMT3B",0.554038934800002
1,"DNPEP",0.579327541313714
1,"DNTTIP1",0.820915440197298
1,"DOHH",0.628322203936118
1,"DOK1",0.710261083760774
1,"DOLK",0.640748882677314
1,"DOPEY2",0.526919007557393
1,"DPCD",0.650489171192639
1,"DPH7",0.867373824914584
1,"DRGX",0.787758849141089
1,"DSTYK",0.73234077682939
1,"DTYMK",0.521363063411217
1,"DUS2",0.762005754162473
1,"DUS3L",0.62444684556512
1,"DUSP22",0.50440167198639
1,"DUSP3",0.660299137124404
1,"DUSP8P5",0.618943022475668
1,"DUT",0.521594849620459
1,"DVL3",0.723072771731158
1,"DYNC1H1",0.536829904689034
1,"DZIP1L",0.670032513096138
1,"EARS2",0.639996408798006
1,"EBAG9",0.592771679786084
1,"ECI2",0.524714179919754
1,"EEF1A1",0.540871264992977
1,"EEF1A1P38",0.716252061150228
1,"EHD1",0.601063514508569
1,"EIF1AD",0.541712558626461
1,"EIF2AK4",0.529684133951974
1,"EIF2B1",0.668688462058386
1,"EIF2B2",0.911724885958449
1,"EIF2D",0.728443656498765
1,"EIF3K",0.628420522743227
1,"EIF3LP1",0.70829141228882
1,"EIF4A3",0.812284441862983
1,"EIF4E2",0.708328414216538
1,"EIF4H",0.69578688634464
1,"EIF5A",0.817775737572298
1,"ELAC2",0.782292491820251
1,"ELMO2",0.586604605071304
1,"ELOF1",0.560569774729218
1,"ELP5",0.635094563335884
1,"EML1",0.685586371617809
1,"EMP3",0.559346560189363
1,"EMR2",0.616281209758242
1,"ENDOD1",0.674447490657452
1,"ENO3",0.581090292899747
1,"ENOPH1",0.505993100369658
1,"ENSA",0.572753907817982
1,"ENTPD4",0.511781944137082
1,"ENTPD5",0.596227588512679
1,"EPB41L2",0.641799908347526
1,"EPDR1",0.640429959685484
1,"ERAL1",0.503554790816096
1,"ERCC2",0.801750089882182
1,"ERCC3",0.774581940818491
1,"ERLIN2",0.615385149771994
1,"ERP29",0.848904031304121
1,"ETHE1",0.704183352010318
1,"EXOC7P1",0.656891264784598
1,"EXOSC2",0.721986284213762
1,"EXOSC3",0.797326541718799
1,"EXT2",0.867226753557583
1,"EXTL2",0.662962034774662
1,"EXTL3",0.597899227352189
1,"F8",0.727675170846592
1,"FAM156A",0.693579958488172
1,"FAM160A2",0.689282206618072
1,"FAM184B",0.532774632365313
1,"FAM192A",0.752060347445679
1,"FAM209A",0.527826885053564
1,"FAM210B",0.598829761514173
1,"FAM216A",0.748701234157474
1,"FAM32A",0.539670394674478
1,"FAM45B",0.595018352726754
1,"FAM57A",0.620591463716522
1,"FAM86A",0.572050449698919
1,"FAM86C1",0.519598021157156
1,"FAM86C2P",0.832491888191122
1,"FAM86GP",0.694061997945684
1,"FAN1",0.870950705775853
1,"FANCD2",0.891753789871158
1,"FANCD2OS",0.64209408106859
1,"FASTKD1",0.537917289888305
1,"FBL",0.741447385980127
1,"FBN1",0.736151876204835
1,"FBXL14",0.588553976855611
1,"FBXO10",0.752739746811456
1,"FDFT1",0.520120429276559
1,"FEM1A",0.746751815342313
1,"FEN1",0.710745626034263
1,"FHDC1",0.637165444174534
1,"FHL3",0.747603964708508
1,"FIS1",0.510783253504879
1,"FKBP11",0.737417452139012
1,"FKBP9",0.522528952610349
1,"FKBP9L",0.576669040027971
1,"FLII",0.618417883559809
1,"FLNB",0.665433836230327
1,"FLT4",0.721936486827678
1,"FLVCR2",0.781122249788522
1,"FNTA",0.578136343575564
1,"FOXC2",0.631703411886392
1,"FOXD2-AS1",0.903659090756235
1,"FOXL1",0.761643767787544
1,"FOXM1",0.506002673243939
1,"FRAS1",0.546762835178538
1,"FTLP3",0.5598261835873
1,"FTSJ1",0.569444976643812
1,"FTSJ2",0.593898479680597
1,"FUCA1",0.540441572325435
1,"FXR2",0.60717068533404
1,"FYCO1",0.630390443948861
1,"GAL",0.847518336292876
1,"GAL3ST4",0.774607119118901
1,"GAPDHP1",0.691427934075496
1,"GAPDHS",0.587769193137982
1,"GART",0.780576332418148
1,"GATAD1",0.592790139794272
1,"GATC",0.800985854001178
1,"GBA2",0.659234462613548
1,"GBX2",0.616482400470182
1,"GCDH",0.694111163296141
1,"GCN1L1",0.603570800397925
1,"GCOM1",0.579016404874291
1,"GDE1",0.884064154048318
1,"GDF11",0.604254245575558
1,"GEMIN2",0.644288734852478
1,"GEMIN4",0.660346954722362
1,"GEMIN7",0.682229309876093
1,"GEMIN8",0.560101975548074
1,"GFOD2",0.886003332600927
1,"GGA2",0.844128214998614
1,"GGA3",0.73136458157807
1,"GGPS1",0.746950108695213
1,"GHRH",0.545443976993117
1,"GID8",0.511249757455166
1,"GINS4",0.608472534052362
1,"GJB3",0.510759453576497
1,"GLA",0.501141399792808
1,"GLB1",0.778980281973893
1,"GLE1",0.508960608327546
1,"GLRA1",0.716148668691922
1,"GLT8D1",0.568735571989845
1,"GLYR1",0.648601891286919
1,"GNL3L",0.63317796291917
1,"GNL3LP1",0.647877290644911
1,"GNS",0.844412703030681
1,"GOLGA1",0.827916383440816
1,"GOLGA3",0.727903787358772
1,"GPATCH1",0.819302922052776
1,"GPATCH3",0.837536573359523
1,"GPLD1",0.546360904223182
1,"GPR107",0.719056326036653
1,"GPR157",0.533264251316767
1,"GPR161",0.562644758667174
1,"GPRIN1",0.619624555574726
1,"GPS1",0.644315833953114
1,"GPS2",0.534950831367195
1,"GRASP",0.536743830278801
1,"GRINA",0.803790145195185
1,"GRIPAP1",0.553782218632806
1,"GRK7",0.706833816015544
1,"GRWD1",0.586957759121729
1,"GS1-393G12.12",0.52293060850159
1,"GSK3A",0.864287859427632
1,"GTF2F1",0.555828878782578
1,"GTF3C1",0.572468503308321
1,"GTF3C2",0.759458045880338
1,"GYG1",0.674913514201043
1,"H2AFJ",0.698088509964535
1,"H2AFY",0.557097264025586
1,"H3F3B",0.574803454247314
1,"HARS",0.771418467229514
1,"HARS2",0.684724639648666
1,"HCCAT3",0.782003736398897
1,"HDAC3",0.802710332392284
1,"HDGF",0.705360736773842
1,"HDLBP",0.564470468831222
1,"HEATR2",0.527096177141736
1,"HEATR4",0.532730735566285
1,"HECTD3",0.566177288831972
1,"HEXA",0.728142200050193
1,"HIATL1",0.560560680351793
1,"HIF1AN",0.804175352707566
1,"HK2P1",0.602673547489123
1,"HM13",0.713314275061869
1,"HM13-IT1",0.504224679296588
1,"HMG20B",0.583030592356068
1,"HMGB3P6",0.518601868026479
1,"HMGN2P5",0.526543442322315
1,"HMGXB3",0.718468807806367
1,"HNRNPL",0.579402206345192
1,"HNRNPLP2",0.735177576287869
1,"HOXB7",0.571483968889714
1,"HOXC11",0.541394958508635
1,"HPDL",0.642968800562032
1,"HPS6",0.564128784182579
1,"HSCB",0.575494168198527
1,"HSPA8P3",0.533908063883089
1,"HTR5BP",0.548298307263562
1,"HTRA1",0.696082995656743
1,"HTRA2",0.559657750019778
1,"HTT",0.575408541983307
1,"HYI",0.77327356903149
1,"HYOU1",0.543841104612394
1,"ICMT",0.692024407948645
1,"IDH3B",0.574759924528978
1,"IGF2R",0.697702693319533
1,"IGHMBP2",0.874524382167026
1,"IGSF3",0.738679564511269
1,"IL15RA",0.549863453815482
1,"IL4I1",0.695099722698016
1,"ILF2",0.763337646016309
1,"ILF2P1",0.630930559335034
1,"ILF3",0.846849539519889
1,"IMPDH2",0.764595598837328
1,"INCENP",0.623653771606884
1,"INPP4A",0.53452345738186
1,"INPP5E",0.665911975125073
1,"INTS6-AS1",0.608407699451969
1,"INTU",0.529062872648848
1,"IPO13",0.636864442682417
1,"IPO4",0.527808275180189
1,"IRGQ",0.783548996039422
1,"ISG20L2",0.504363809248503
1,"ITFG2",0.729848790840232
1,"ITGB1P1",0.675218776079715
1,"ITGB5",0.519932957834635
1,"ITPKC",0.783879125125939
1,"JKAMP",0.572875314754885
1,"JMJD6",0.610823056189674
1,"KAT5",0.752846203571779
1,"KAT8",0.541948063620774
1,"KCNS2",0.522911068917883
1,"KCTD13",0.527743500773393
1,"KCTD2",0.502149688008708
1,"KCTD21-AS1",0.514281100465343
1,"KCTD5",0.732886151641379
1,"KCTD9P1",0.627204267862078
1,"KDELC2",0.702108691279397
1,"KDELR2",0.508575846763096
1,"KDM3B",0.715766786225898
1,"KDM5B",0.867315537684029
1,"KDM5C",0.522811911737226
1,"KDM8",0.658732280135235
1,"KDSR",0.575045286775207
1,"KEAP1",0.529636356476858
1,"KHNYN",0.65799037365898
1,"KHSRPP1",0.655253052389399
1,"KIAA0101",0.855542545776748
1,"KIAA0141",0.848365597030622
1,"KIAA0430",0.552920224227725
1,"KIAA1191",0.672301346076908
1,"KIAA1644",0.776802323286923
1,"KIAA1731",0.580117186928559
1,"KIF18B",0.61438790316864
1,"KIF1C",0.589251584236853
1,"KIF22",0.776264658493828
1,"KIFC3",0.771238059719721
1,"KIRREL",0.74445463456416
1,"KLC3",0.536208082544272
1,"KLF4",0.806542935216164
1,"KLHDC4",0.849771165425564
1,"KLHL12",0.753517416921888
1,"KLHL18",0.59344088339369
1,"KMT2A",0.52011303694544
1,"KPNA6",0.809130490328012
1,"KPTN",0.640087614240417
1,"KRI1",0.620063227073243
1,"KRT5",0.574803321153064
1,"KRT7",0.5422164530554
1,"KRT72",0.515497279293374
1,"KRT8",0.640352936999041
1,"KRT8P29",0.890729823502185
1,"KRT8P3",0.672155331792043
1,"KRT8P36",0.792507445680042
1,"L34079.2",0.836932183341663
1,"L3MBTL2",0.610313021074301
1,"LA16c-306E5.1",0.554032899905648
1,"LA16c-306E5.3",0.735174430734767
1,"LA16c-360H6.2",0.695664708940392
1,"LAMB1",0.714205506103946
1,"LAMP2",0.58561910517411
1,"LAPTM4B",0.508779109037941
1,"LARP1",0.786289707687685
1,"LARS2",0.764831897420827
1,"LARS2-AS1",0.701713409259576
1,"LASP1",0.602451161175187
1,"LDOC1L",0.848117621472357
1,"LEMD2",0.819106640463153
1,"LETM1",0.739187881416641
1,"LETMD1",0.727619550060398
1,"LGMN",0.743351737580794
1,"LIAS",0.533419404220056
1,"LIF",0.520073843500723
1,"LIG3",0.592782485349956
1,"LIMK2",0.52630266377901
1,"LIN37",0.89611412430126
1,"LINC00205",0.885256741079927
1,"LINC00680",0.643086486066576
1,"LINC00958",0.748727817052559
1,"LMNB1",0.619096552124092
1,"LNPEP",0.649277084851077
1,"LOXL1-AS1",0.586267185005075
1,"LOXL3",0.64416488759523
1,"LRFN3",0.643398198654239
1,"LRRC3",0.848975932356794
1,"LRRC47",0.734095515046035
1,"LRRC69",0.672706769691841
1,"LRRC8A",0.691840820932463
1,"LRRD1",0.526401551022209
1,"LSM2",0.756485810890807
1,"LSMD1",0.663659010245624
1,"LYPLA1P3",0.51096587620983
1,"LYRM1",0.723691035430331
1,"M6PR",0.747450557483348
1,"MAEA",0.827991418025604
1,"MAGT1",0.875188588087641
1,"MAN1A1",0.538315510858929
1,"MANBAL",0.816904635920423
1,"MAP3K14",0.691133300564708
1,"MAP3K14-AS1",0.776354711290331
1,"MAP6D1",0.805080727637591
1,"MAP7D1",0.614792577204761
1,"MARS",0.70646713396697
1,"MBD1",0.854408099274738
1,"MBTPS1",0.527208647780134
1,"MCAT",0.586834813751558
1,"MCIDAS",0.542294041929492
1,"MCM10",0.556359150531421
1,"MCM3AP",0.89907659672412
1,"MCM3AP-AS1",0.575737414558839
1,"MCM7",0.632297164279376
1,"MEA1",0.768937248929508
1,"MECR",0.772216898120483
1,"MED17",0.569409068520223
1,"MED29",0.557013300236506
1,"MESDC2",0.812249440822944
