gene_name,go_term
 luxS,GO:0009097
 luxS,GO:0009098
 luxS,GO:0009099
 lysC,GO:0009097
 lysC,GO:0009098
 lysC,GO:0009099
 asd,GO:0009097
 asd,GO:0009098
 asd,GO:0009099
 hom,GO:0009097
 hom,GO:0009098
 hom,GO:0009099
 metA,GO:0009097
 metA,GO:0009098
 metA,GO:0009099
 metB,GO:0009097
 metB,GO:0009098
 metB,GO:0009099
 ilvE,GO:0009097
 ilvE,GO:0009098
 ilvE,GO:0009099
cysE,GO:0009085
 cysK,GO:0009085
 metE,GO:0009085
 metK,GO:0009085
 speE,GO:0009085
 mtnN,GO:0009085
 luxS,GO:0009085
 asd,GO:0009085
 metA,GO:0009085
 ilvE,GO:0009085
 sdaAA,GO:0009085
 sdaAB,GO:0009085
cysE,GO:0006554
 cysK,GO:0006554
 metE,GO:0006554
 metK,GO:0006554
 speE,GO:0006554
 mtnN,GO:0006554
 luxS,GO:0006554
 asd,GO:0006554
 hom,GO:0006554
 metA,GO:0006554
 ilvE,GO:0006554
 ldh,GO:0006554
 sdhA,GO:0006554
 sdhB,GO:0006554
cysE,GO:0006525
cysE,GO:0006560
 cysM,GO:0006525
 cysM,GO:0006560
 metE,GO:0006525
 metE,GO:0006560
 metK,GO:0006525
 metK,GO:0006560
 speE,GO:0006525
 speE,GO:0006560
 mtf,GO:0006525
 mtf,GO:0006560
 spn5252IMP,GO:0006525
 spn5252IMP,GO:0006560
 luxS,GO:0006525
 luxS,GO:0006560
 asd,GO:0006525
 asd,GO:0006560
 hom,GO:0006525
 hom,GO:0006560
 metA,GO:0006525
 metA,GO:0006560
 ilvE,GO:0006525
 ilvE,GO:0006560
 ldh,GO:0006525
 ldh,GO:0006560
 sdhA,GO:0006525
 sdhA,GO:0006560
 sdhB,GO:0006525
 sdhB,GO:0006560
cysE,GO:1901769
 cysM,GO:1901769
 metE,GO:1901769
 metK,GO:1901769
 speE,GO:1901769
 luxS,GO:1901769
 asd,GO:1901769
 hom,GO:1901769
 metA,GO:1901769
 cysD,GO:1901769
 ldh,GO:1901769
 sdhB,GO:1901769
 sdhA,GO:1901769
cysE,GO:0043639
 metK,GO:0043639
 speE,GO:0043639
 luxS,GO:0043639
 asd,GO:0043639
 metM,GO:0043639
 metA,GO:0043639
 metB,GO:0043639
 ldh,GO:0043639
 sdhA,GO:0043639
 sdhB,GO:0043639
cysE,GO:0009094
cysE,GO:0006571
cysE,GO:0000162
 cysM,GO:0009094
 cysM,GO:0006571
 cysM,GO:0000162
 metA,GO:0009094
 metA,GO:0006571
 metA,GO:0000162
dfr,GO:0019530
 fhs,GO:0019530
 folD,GO:0019530
 glyA,GO:0019530
 purN,GO:0019530
 purH,GO:0019530
 fmt,GO:0019530
 thyA,GO:0019530
 metF,GO:0019530
dfr,GO:0033052
dfr,GO:0019756
 fhs,GO:0033052
 fhs,GO:0019756
 glyA,GO:0033052
 glyA,GO:0019756
 purN,GO:0033052
 purN,GO:0019756
 purH,GO:0033052
 purH,GO:0019756
 fmt,GO:0033052
 fmt,GO:0019756
 thyA,GO:0033052
 thyA,GO:0019756
 metF,GO:0033052
 metF,GO:0019756
dyr,GO:0046416
 fhs1,GO:0046416
 folD,GO:0046416
 glyA,GO:0046416
 purN,GO:0046416
 purH,GO:0046416
 fmt,GO:0046416
 thyA,GO:0046416
 metF,GO:0046416
dyr,GO:0006749
 fhs1,GO:0006749
 folD,GO:0006749
 glyA,GO:0006749
 purN,GO:0006749
 purH,GO:0006749
 fmt,GO:0006749
 thyA,GO:0006749
 metF,GO:0006749
dyr,GO:0005982
dyr,GO:0005985
 fhs1,GO:0005982
 fhs1,GO:0005985
 folD,GO:0005982
 folD,GO:0005985
 glyA,GO:0005982
 glyA,GO:0005985
 purN,GO:0005982
 purN,GO:0005985
 purH,GO:0005982
 purH,GO:0005985
 fmt,GO:0005982
 fmt,GO:0005985
 thyA,GO:0005982
 thyA,GO:0005985
 metF,GO:0005982
 metF,GO:0005985
dyr,GO:0006040
dyr,GO:0009225
 fhs1,GO:0006040
 fhs1,GO:0009225
 folD,GO:0006040
 folD,GO:0009225
 glyA,GO:0006040
 glyA,GO:0009225
 purN,GO:0006040
 purN,GO:0009225
 purH,GO:0006040
 purH,GO:0009225
 fmt,GO:0006040
 fmt,GO:0009225
 thyA,GO:0006040
 thyA,GO:0009225
 metF,GO:0006040
 metF,GO:0009225
dyr,GO:0019872
 fhs1,GO:0019872
 folD,GO:0019872
 glyA,GO:0019872
 purN,GO:0019872
 purH,GO:0019872
 fmt,GO:0019872
 thyA,GO:0019872
 metF,GO:0019872
dyr,GO:0046486
 fhs1,GO:0046486
 folD,GO:0046486
 glyA,GO:0046486
 purN,GO:0046486
 purH,GO:0046486
 fmt,GO:0046486
 thyA,GO:0046486
 metF,GO:0046486
dyr,GO:0006020
 fhs1,GO:0006020
 folD,GO:0006020
 glyA,GO:0006020
 purN,GO:0006020
 purH,GO:0006020
 fmt,GO:0006020
 thyA,GO:0006020
 metF,GO:0006020
dyr,GO:0006650
 fhs1,GO:0006650
 folD,GO:0006650
 glyA,GO:0006650
 purN,GO:0006650
 purH,GO:0006650
 fmt,GO:0006650
 thyA,GO:0006650
 metF,GO:0006650
dyr,GO:0019369
 fhs1,GO:0019369
 folD,GO:0019369
 glyA,GO:0019369
 purN,GO:0019369
 purH,GO:0019369
 fmt,GO:0019369
 thyA,GO:0019369
 metF,GO:0019369
eno,GO:0006665
 rnr,GO:0006665
 pfkA,GO:0006665
 dnaK,GO:0006665
 groL,GO:0006665
eno,GO:0006090
 pnpA,GO:0006090
 rnr,GO:0006090
 pfkA,GO:0006090
 dnaK,GO:0006090
 groEL,GO:0006090
eno,GO:0042184
 rnr,GO:0042184
 pfkA,GO:0042184
 dnaK,GO:0042184
 groL,GO:0042184
eno,GO:0046487
eno,GO:0043648
 pnp,GO:0046487
 pnp,GO:0043648
 rnr,GO:0046487
 rnr,GO:0043648
 pfkA,GO:0046487
 pfkA,GO:0043648
 dnaK,GO:0046487
 dnaK,GO:0043648
 groL,GO:0046487
 groL,GO:0043648
eno,GO:0019541
 rnr,GO:0019541
 pfkA,GO:0019541
 dnaK,GO:0019541
 groL,GO:0019541
eno,GO:0019605
 rnr,GO:0019605
 pfkA,GO:0019605
 dnaK,GO:0019605
 groL,GO:0019605
eno,GO:0035999
 rnr,GO:0035999
 pfkA,GO:0035999
 groL,GO:0035999
eno,GO:0015947
 rnr,GO:0015947
 pfkA,GO:0015947
 dnaK,GO:0015947
 groL,GO:0015947
eno,GO:0006772
 pnpA,GO:0006772
 rnr,GO:0006772
 pfkA,GO:0006772
 dnaK,GO:0006772
 groEL,GO:0006772
eno,GO:0006771
 pnp,GO:0006771
 pfk,GO:0006771
 dnaK,GO:0006771
 groEL,GO:0006771
eno,GO:0042816
 pnp,GO:0042816
 rnr,GO:0042816
 pfkA,GO:0042816
 dnaK,GO:0042816
 groL,GO:0042816
eno,GO:0046497
eno,GO:0006769
 pnpA,GO:0046497
 pnpA,GO:0006769
 pfk,GO:0046497
 pfk,GO:0006769
 dnaK,GO:0046497
 dnaK,GO:0006769
 groEL,GO:0046497
 groEL,GO:0006769
eno,GO:0015940
eno,GO:0015937
 pnpA,GO:0015940
 pnpA,GO:0015937
 rnr,GO:0015940
 rnr,GO:0015937
 pfk,GO:0015940
 pfk,GO:0015937
 dnaK,GO:0015940
 dnaK,GO:0015937
 groEL,GO:0015940
 groEL,GO:0015937
eno,GO:0006768
 pnpA,GO:0006768
 rnr,GO:0006768
 pfk,GO:0006768
 dnaK,GO:0006768
 groEL,GO:0006768
eno,GO:0009106
 pnpA,GO:0009106
 rnr,GO:0009106
 pfk,GO:0009106
 dnaK,GO:0009106
 groEL,GO:0009106
eno,GO:0046656
 pnpA,GO:0046656
 rnr,GO:0046656
 pfk,GO:0046656
 dnaK,GO:0046656
 groEL,GO:0046656
eno,GO:0006778
 pnp,GO:0006778
 rnr,GO:0006778
 pfkA,GO:0006778
 dnaK,GO:0006778
 groL,GO:0006778
eutD,GO:0009240
eutD,GO:0016091
eutD,GO:0006807
fabF,GO:0006790
 fabZ,GO:0006790
fabF,GO:0043190
fabF,GO:0043191
fabF,GO:0043192
 fabG,GO:0043190
 fabG,GO:0043191
 fabG,GO:0043192
 fabZ,GO:0043190
 fabZ,GO:0043191
 fabZ,GO:0043192
fabF,GO:0000160
 fabG,GO:0000160
 fabZ,GO:0000160
fabF,GO:0009372
 fabG,GO:0009372
 fabZ,GO:0009372
 birA,GO:0009372
fabF,GO:0009401
 fabG,GO:0009401
 fabZ,GO:0009401
fabF,GO:0006401
 fabG,GO:0006401
 fabZ,GO:0006401
fabF,GO:0000428
 fabG,GO:0000428
 fabZ,GO:0000428
fabF,GO:0043952
fabF,GO:0043953
 fabG,GO:0043952
 fabG,GO:0043953
 fabZ,GO:0043952
 fabZ,GO:0043953
fabF,GO:0030253
fabF,GO:0015628
fabF,GO:0030254
fabF,GO:0030255
fabF,GO:0046819
fabF,GO:0033103
fabF,GO:0044098
fabF,GO:0043952
fabF,GO:0043953
 fabG,GO:0030253
 fabG,GO:0015628
 fabG,GO:0030254
 fabG,GO:0030255
 fabG,GO:0046819
 fabG,GO:0033103
 fabG,GO:0044098
 fabG,GO:0043952
 fabG,GO:0043953
 fabZ,GO:0030253
 fabZ,GO:0015628
 fabZ,GO:0030254
 fabZ,GO:0030255
 fabZ,GO:0046819
 fabZ,GO:0033103
 fabZ,GO:0044098
 fabZ,GO:0043952
 fabZ,GO:0043953
fabF,GO:0006284
fabF,GO:0006285
fabF,GO:0006286
fabF,GO:0006287
fabF,GO:0006288
 fabG,GO:0006284
 fabG,GO:0006285
 fabG,GO:0006286
 fabG,GO:0006287
 fabG,GO:0006288
 fabZ,GO:0006284
 fabZ,GO:0006285
 fabZ,GO:0006286
 fabZ,GO:0006287
 fabZ,GO:0006288
 birA,GO:0006284
 birA,GO:0006285
 birA,GO:0006286
 birA,GO:0006287
 birA,GO:0006288
fabF,GO:0006289
 fabG,GO:0006289
 fabG,GO:0006289
 fabZ,GO:0006289
 birA,GO:0006289
fabF,GO:0006298
 fabG,GO:0006298
 fabG,GO:0006298
 fabZ,GO:0006298
 birA,GO:0006298
fabF,GO:0000724
 fabG,GO:0000724
 fabZ,GO:0000724
 birA,GO:0000724
fabF,GO:0006096
fabF,GO:0006094
 fabG,GO:0006096
 fabG,GO:0006094
 fabZ,GO:0006096
 fabZ,GO:0006094
 birA,GO:0006096
 birA,GO:0006094
fabF,GO:0006099
 fabG,GO:0006099
 fabZ,GO:0006099
 birA,GO:0006099
fabF,GO:0006098
 fabG,GO:0006098
 fabZ,GO:0006098
 birA,GO:0006098
fabF,GO:0006000
fabF,GO:0006013
 fabG,GO:0006000
 fabG,GO:0006013
 fabZ,GO:0006000
 fabZ,GO:0006013
 birA,GO:0006000
 birA,GO:0006013
fabF,GO:0006012
 fabG,GO:0006012
 fabZ,GO:0006012
 birA,GO:0006012
fabF,GO:0019852
fabF,GO:0019577
fabF,GO:0019572
 fabG,GO:0019852
 fabG,GO:0019577
 fabG,GO:0019572
 fabZ,GO:0019852
 fabZ,GO:0019577
 fabZ,GO:0019572
 birA,GO:0019852
 birA,GO:0019577
 birA,GO:0019572
fabF,GO:0006633
 fabG,GO:0006633
 fabZ,GO:0006633
 birA,GO:0006633
fabF,GO:0006526
 fabG,GO:0006526
 fabZ,GO:0006526
 birA,GO:0006526
folA,GO:0006163
folA,GO:0042278
 fhs,GO:0006163
 fhs,GO:0042278
 glyA,GO:0006163
 glyA,GO:0042278
 purN,GO:0006163
 purN,GO:0042278
 purH,GO:0006163
 purH,GO:0042278
 fmt,GO:0006163
 fmt,GO:0042278
 thyA,GO:0006163
 thyA,GO:0042278
 metF,GO:0006163
 metF,GO:0042278
folA,GO:0006220
folA,GO:0006213
 fhs,GO:0006220
 fhs,GO:0006213
 glyA,GO:0006220
 glyA,GO:0006213
 purN,GO:0006220
 purN,GO:0006213
 purH,GO:0006220
 purH,GO:0006213
 fmt,GO:0006220
 fmt,GO:0006213
 thyA,GO:0006220
 thyA,GO:0006213
 metF,GO:0006220
 metF,GO:0006213
folA,GO:0006522
folA,GO:0006531
folA,GO:0006536
 fhs,GO:0006522
 fhs,GO:0006531
 fhs,GO:0006536
 glyA,GO:0006522
 glyA,GO:0006531
 glyA,GO:0006536
 purN,GO:0006522
 purN,GO:0006531
 purN,GO:0006536
 purH,GO:0006522
 purH,GO:0006531
 purH,GO:0006536
 fmt,GO:0006522
 fmt,GO:0006531
 fmt,GO:0006536
 thyA,GO:0006522
 thyA,GO:0006531
 thyA,GO:0006536
 metF,GO:0006522
 metF,GO:0006531
 metF,GO:0006536
folA,GO:0006544
folA,GO:0006563
folA,GO:0070178
folA,GO:0006566
 fhs,GO:0006544
 fhs,GO:0006563
 fhs,GO:0070178
 fhs,GO:0006566
 glyA,GO:0006544
 glyA,GO:0006563
 glyA,GO:0070178
 glyA,GO:0006566
 purN,GO:0006544
 purN,GO:0006563
 purN,GO:0070178
 purN,GO:0006566
 purH,GO:0006544
 purH,GO:0006563
 purH,GO:0070178
 purH,GO:0006566
 fmt,GO:0006544
 fmt,GO:0006563
 fmt,GO:0070178
 fmt,GO:0006566
 thyA,GO:0006544
 thyA,GO:0006563
 thyA,GO:0070178
 thyA,GO:0006566
 metF,GO:0006544
 metF,GO:0006563
 metF,GO:0070178
 metF,GO:0006566
folA,GO:0006534
folA,GO:0006555
 fhs,GO:0006534
 fhs,GO:0006555
 glyA,GO:0006534
 glyA,GO:0006555
 purN,GO:0006534
 purN,GO:0006555
 purH,GO:0006534
 purH,GO:0006555
 fmt,GO:0006534
 fmt,GO:0006555
 thyA,GO:0006534
 thyA,GO:0006555
 metF,GO:0006534
 metF,GO:0006555
folA,GO:0006550
folA,GO:0006552
folA,GO:0006574
 fhs,GO:0006550
 fhs,GO:0006552
 fhs,GO:0006574
 folD,GO:0006550
 folD,GO:0006552
 folD,GO:0006574
 glyA,GO:0006550
 glyA,GO:0006552
 glyA,GO:0006574
 purN,GO:0006550
 purN,GO:0006552
 purN,GO:0006574
 purH,GO:0006550
 purH,GO:0006552
 purH,GO:0006574
 fmt,GO:0006550
 fmt,GO:0006552
 fmt,GO:0006574
 thyA,GO:0006550
 thyA,GO:0006552
 thyA,GO:0006574
 metF,GO:0006550
 metF,GO:0006552
 metF,GO:0006574
folA,GO:0009097
folA,GO:0009098
folA,GO:0009099
 fhs,GO:0009097
 fhs,GO:0009098
 fhs,GO:0009099
 folD,GO:0009097
 folD,GO:0009098
 folD,GO:0009099
 glyA,GO:0009097
 glyA,GO:0009098
 glyA,GO:0009099
 purN,GO:0009097
 purN,GO:0009098
 purN,GO:0009099
 purH,GO:0009097
 purH,GO:0009098
 purH,GO:0009099
 fmt,GO:0009097
 fmt,GO:0009098
 fmt,GO:0009099
 thyA,GO:0009097
 thyA,GO:0009098
 thyA,GO:0009099
 metF,GO:0009097
 metF,GO:0009098
 metF,GO:0009099
folA,GO:0009085
 fhs,GO:0009085
 folD,GO:0009085
 glyA,GO:0009085
 purN,GO:0009085
 purH,GO:0009085
 fmt,GO:0009085
 thyA,GO:0009085
folA,GO:0006554
 fhs,GO:0006554
 glyA,GO:0006554
 purN,GO:0006554
 purH,GO:0006554
 fmt,GO:0006554
 thyA,GO:0006554
 metF,GO:0006554
folA,GO:0006525
folA,GO:0006560
 fhs,GO:0006525
 fhs,GO:0006560
 glyA,GO:0006525
 glyA,GO:0006560
 purN,GO:0006525
 purN,GO:0006560
 purH,GO:0006525
 purH,GO:0006560
 fmt,GO:0006525
 fmt,GO:0006560
 thyA,GO:0006525
 thyA,GO:0006560
 metF,GO:0006525
 metF,GO:0006560
folE,GO:1901769
 folP,GO:1901769
 dyr,GO:1901769
 folC,GO:1901769
 ribA,GO:1901769
 pabB,GO:1901769
folE,GO:0043639
 folP,GO:0043639
 dyr,GO:0043639
 folC,GO:0043639
 ribA,GO:0043639
 pabB,GO:0043639
folE,GO:0009094
folE,GO:0006571
folE,GO:0000162
 folP,GO:0009094
 folP,GO:0006571
 folP,GO:0000162
 dyr,GO:0009094
 dyr,GO:0006571
 dyr,GO:0000162
 folC,GO:0009094
 folC,GO:0006571
 folC,GO:0000162
 ribA,GO:0009094
 ribA,GO:0006571
 ribA,GO:0000162
 pabB,GO:0009094
 pabB,GO:0006571
 pabB,GO:0000162
folE,GO:0019530
 folP,GO:0019530
 dyr,GO:0019530
 folC,GO:0019530
 ribA,GO:0019530
 pabB,GO:0019530
folE,GO:0033052
folE,GO:0019756
 folP,GO:0033052
 folP,GO:0019756
 dyr,GO:0033052
 dyr,GO:0019756
 folC,GO:0033052
 folC,GO:0019756
 ribA,GO:0033052
 ribA,GO:0019756
 pabB,GO:0033052
 pabB,GO:0019756
folE,GO:0046416
 folP,GO:0046416
 dyr,GO:0046416
 folC,GO:0046416
 ribA,GO:0046416
 pabB,GO:0046416
folE,GO:0006749
 folP,GO:0006749
 dyr,GO:0006749
 folC,GO:0006749
 ribA,GO:0006749
 pabB,GO:0006749
folE,GO:0005982
folE,GO:0005985
 folP,GO:0005982
 folP,GO:0005985
 dyr,GO:0005982
 dyr,GO:0005985
 folC,GO:0005982
 folC,GO:0005985
 ribA,GO:0005982
 ribA,GO:0005985
 pabB,GO:0005982
 pabB,GO:0005985
folE,GO:0006040
folE,GO:0009225
 folP,GO:0006040
 folP,GO:0009225
 dyr,GO:0006040
 dyr,GO:0009225
 folC,GO:0006040
 folC,GO:0009225
 ribA,GO:0006040
 ribA,GO:0009225
 pabB,GO:0006040
 pabB,GO:0009225
folE,GO:0019872
 sulD,GO:0019872
 sulA,GO:0019872
 dfr,GO:0019872
 folC,GO:0019872
 sulB,GO:0019872
 ribA,GO:0019872
folE,GO:0046486
 sulD,GO:0046486
 folP,GO:0046486
 sulB,GO:0046486
 ribA,GO:0046486
 pabB,GO:0046486
 queF,GO:0046486
folE,GO:0006020
 sulD,GO:0006020
 folA,GO:0006020
 folC,GO:0006020
 ribAB,GO:0006020
folE,GO:0006650
 folK,GO:0006650
 folP,GO:0006650
 folA,GO:0006650
 folC,GO:0006650
 folC,GO:0006650
 ribB,GO:0006650
 pabB,GO:0006650
 queF,GO:0006650
folE,GO:0019369
 sulD,GO:0019369
 folP,GO:0019369
 folA,GO:0019369
 folC,GO:0019369
 ribB,GO:0019369
 pabB,GO:0019369
folE,GO:0006665
 folP,GO:0006665
 folA,GO:0006665
folE,GO:0006090
 folP,GO:0006090
 folA,GO:0006090
folE,GO:0042184
 folP,GO:0042184
 folA,GO:0042184
folE,GO:0046487
folE,GO:0043648
 folP,GO:0046487
 folP,GO:0043648
 folA,GO:0046487
 folA,GO:0043648
folE,GO:0019541
 folP,GO:0019541
 folA,GO:0019541
folE,GO:0019605
 folP,GO:0019605
 folA,GO:0019605
fpg,GO:0035999
 nth,GO:0035999
 tag,GO:0035999
 ung,GO:0035999
 mutY,GO:0035999
 exoA,GO:0035999
 polA,GO:0035999
 lig,GO:0035999
fpg,GO:0015947
 nth,GO:0015947
 tag,GO:0015947
 ung,GO:0015947
 mutY,GO:0015947
 exoA,GO:0015947
 polA,GO:0015947
 lig,GO:0015947
fpg,GO:0006772
 nth,GO:0006772
 tag,GO:0006772
 ung,GO:0006772
 mutY,GO:0006772
 exoA,GO:0006772
 polA,GO:0006772
 lig,GO:0006772
fpg,GO:0006771
 nth,GO:0006771
 tag,GO:0006771
 ung,GO:0006771
 mutY,GO:0006771
 exoA,GO:0006771
 polA,GO:0006771
 lig,GO:0006771
fpg,GO:0042816
 nth,GO:0042816
 tag,GO:0042816
 ung,GO:0042816
 mutY,GO:0042816
 exoA,GO:0042816
 polA,GO:0042816
 recJ,GO:0042816
 ligA,GO:0042816
fpg,GO:0046497
fpg,GO:0006769
 nth,GO:0046497
 nth,GO:0006769
 tag,GO:0046497
 tag,GO:0006769
 ung,GO:0046497
 ung,GO:0006769
 mutY,GO:0046497
 mutY,GO:0006769
 exoA,GO:0046497
 exoA,GO:0006769
 polA,GO:0046497
 polA,GO:0006769
 lig,GO:0046497
 lig,GO:0006769
fpg,GO:0015940
fpg,GO:0015937
 nth,GO:0015940
 nth,GO:0015937
 tag,GO:0015940
 tag,GO:0015937
 ung,GO:0015940
 ung,GO:0015937
 mutY,GO:0015940
 mutY,GO:0015937
 exoA,GO:0015940
 exoA,GO:0015937
 polA,GO:0015940
 polA,GO:0015937
 lig,GO:0015940
 lig,GO:0015937
fpg,GO:0006768
 nth,GO:0006768
 tag,GO:0006768
 ung,GO:0006768
 mutY,GO:0006768
 exoA,GO:0006768
 polA,GO:0006768
 lig,GO:0006768
fpg,GO:0009106
 nth,GO:0009106
 tag,GO:0009106
 ung,GO:0009106
 mutY,GO:0009106
 exoA,GO:0009106
 polA,GO:0009106
 lig,GO:0009106
fpg,GO:0046656
 nth,GO:0046656
 tag,GO:0046656
 mutY,GO:0046656
 exoA,GO:0046656
 polA,GO:0046656
 recJ,GO:0046656
 ligA,GO:0046656
galM,GO:0006778
 galK,GO:0006778
 galT,GO:0006778
 galT,GO:0006778
 galE,GO:0006778
 galE,GO:0006778
 galU,GO:0006778
 pgm,GO:0006778
 glcK,GO:0006778
 bgaA,GO:0006778
 bgaC,GO:0006778
 cps2P,GO:0006778
 aga,GO:0006778
 lacC,GO:0006778
 pfkA,GO:0006778
 lacD,GO:0006778
 lacB,GO:0006778
 lacA,GO:0006778
 lacG,GO:0006778
 lacG,GO:0006778
 PTS-EII,GO:0006778
 lacF,GO:0006778
 PTS-EII,GO:0006778
 lacE,GO:0006778
 scrB,GO:0006778
 sacA,GO:0006778
 PTS-EII,GO:0006778
 PTS-EII,GO:0006778
 PTS-EII,GO:0006778
 PTS-EII,GO:0006778
 agaS,GO:0006778
galM,GO:0009240
galM,GO:0016091
 galK,GO:0009240
 galK,GO:0016091
 galT-1,GO:0009240
 galT-1,GO:0016091
 galT-2,GO:0009240
 galT-2,GO:0016091
 galE-1,GO:0009240
 galE-1,GO:0016091
 galE-2,GO:0009240
 galE-2,GO:0016091
 galU,GO:0009240
 galU,GO:0016091
 pgm,GO:0009240
 pgm,GO:0016091
 gki,GO:0009240
 gki,GO:0016091
 bgaA,GO:0009240
 bgaA,GO:0016091
 bgaC,GO:0009240
 bgaC,GO:0016091
 cps2P,GO:0009240
 cps2P,GO:0016091
 aga,GO:0009240
 aga,GO:0016091
 lacC,GO:0009240
 lacC,GO:0016091
 pfkA,GO:0009240
 pfkA,GO:0016091
 lacD,GO:0009240
 lacD,GO:0016091
 lacB,GO:0009240
 lacB,GO:0016091
 lacA,GO:0009240
 lacA,GO:0016091
 lacG-1,GO:0009240
 lacG-1,GO:0016091
 lacG-2,GO:0009240
 lacG-2,GO:0016091
 lacF-1,GO:0009240
 lacF-1,GO:0016091
 lacF-2,GO:0009240
 lacF-2,GO:0016091
 lacE-1,GO:0009240
 lacE-1,GO:0016091
 lacE-2,GO:0009240
 lacE-2,GO:0016091
 scrB,GO:0009240
 scrB,GO:0016091
 agaS,GO:0009240
 agaS,GO:0016091
galM,GO:0006807
 galK,GO:0006807
 galT-1,GO:0006807
 galT-2,GO:0006807
 galE-1,GO:0006807
 galE-2,GO:0006807
 galU,GO:0006807
 pgm,GO:0006807
 gki,GO:0006807
 bgaA,GO:0006807
 aga,GO:0006807
 lacC,GO:0006807
 pfk,GO:0006807
 lacD,GO:0006807
 lacB,GO:0006807
 lacA,GO:0006807
 lacG-1,GO:0006807
 lacG-2,GO:0006807
 lacF-1,GO:0006807
 lacF-2,GO:0006807
 lacE-1,GO:0006807
 lacE-2,GO:0006807
 scrB,GO:0006807
 agaS,GO:0006807
galM,GO:0006790
 galK,GO:0006790
 galT,GO:0006790
 galE,GO:0006790
 galU,GO:0006790
 pgm,GO:0006790
 glcK,GO:0006790
 bgaA,GO:0006790
 bgaC,GO:0006790
 aga,GO:0006790
 lacC,GO:0006790
 pfkA,GO:0006790
 lacD,GO:0006790
 lacA,GO:0006790
 lacB,GO:0006790
 lacG,GO:0006790
 scrB,GO:0006790
 sacA,GO:0006790
 agaS,GO:0006790
galM,GO:0043190
galM,GO:0043191
galM,GO:0043192
 galE,GO:0043190
 galE,GO:0043191
 galE,GO:0043192
 gki,GO:0043190
 gki,GO:0043191
 gki,GO:0043192
 bgaC,GO:0043190
 bgaC,GO:0043191
 bgaC,GO:0043192
 agaS,GO:0043190
 agaS,GO:0043191
 agaS,GO:0043192
gdh,GO:0000160
 glnA,GO:0000160
 arcC,GO:0000160
gdh,GO:0009372
 glnA,GO:0009372
 arcC,GO:0009372
gdh,GO:0009401
 glnA,GO:0009401
 arcC,GO:0009401
gdh,GO:0006401
 glnA,GO:0006401
 arcC,GO:0006401
gdh,GO:0000428
 glnA,GO:0000428
 arcC,GO:0000428
gdh,GO:0043952
gdh,GO:0043953
 glnA,GO:0043952
 glnA,GO:0043953
 arcC,GO:0043952
 arcC,GO:0043953
gdh,GO:0030253
gdh,GO:0015628
gdh,GO:0030254
gdh,GO:0030255
gdh,GO:0046819
gdh,GO:0033103
gdh,GO:0044098
gdh,GO:0043952
gdh,GO:0043953
 glnA,GO:0030253
 glnA,GO:0015628
 glnA,GO:0030254
 glnA,GO:0030255
 glnA,GO:0046819
 glnA,GO:0033103
 glnA,GO:0044098
 glnA,GO:0043952
 glnA,GO:0043953
 arcC,GO:0030253
 arcC,GO:0015628
 arcC,GO:0030254
 arcC,GO:0030255
 arcC,GO:0046819
 arcC,GO:0033103
 arcC,GO:0044098
 arcC,GO:0043952
 arcC,GO:0043953
gdh,GO:0006284
gdh,GO:0006285
gdh,GO:0006286
gdh,GO:0006287
gdh,GO:0006288
 glnA,GO:0006284
 glnA,GO:0006285
 glnA,GO:0006286
 glnA,GO:0006287
 glnA,GO:0006288
 arcC,GO:0006284
 arcC,GO:0006285
 arcC,GO:0006286
 arcC,GO:0006287
 arcC,GO:0006288
gdh,GO:0006289
 glnA,GO:0006289
 arcC,GO:0006289
gdhA,GO:0006298
 arcC,GO:0006298
gdhA,GO:0000724
 glnA,GO:0000724
 arcC,GO:0000724
gdhA,GO:0006096
gdhA,GO:0006094
 glnA,GO:0006096
 glnA,GO:0006094
 arcC,GO:0006096
 arcC,GO:0006094
gdhA,GO:0006099
 glnA,GO:0006099
gdhA,GO:0006098
 glnA,GO:0006098
 arcC,GO:0006098
gdhA,GO:0006000
gdhA,GO:0006013
 glnA,GO:0006000
 glnA,GO:0006013
 arcC,GO:0006000
 arcC,GO:0006013
gki,GO:0006012
 cpsL,GO:0006012
 cpsN,GO:0006012
 cpsM,GO:0006012
 cpsO,GO:0006012
gki,GO:0019852
gki,GO:0019577
gki,GO:0019572
 pgi,GO:0019852
 pgi,GO:0019577
 pgi,GO:0019572
 pfk,GO:0019852
 pfk,GO:0019577
 pfk,GO:0019572
 fba,GO:0019852
 fba,GO:0019577
 fba,GO:0019572
 tpi,GO:0019852
 tpi,GO:0019577
 tpi,GO:0019572
 gap,GO:0019852
 gap,GO:0019577
 gap,GO:0019572
 pgk,GO:0019852
 pgk,GO:0019577
 pgk,GO:0019572
 gpmA,GO:0019852
 gpmA,GO:0019577
 gpmA,GO:0019572
 eno,GO:0019852
 eno,GO:0019577
 eno,GO:0019572
 pyk,GO:0019852
 pyk,GO:0019577
 pyk,GO:0019572
 ldh,GO:0019852
 ldh,GO:0019577
 ldh,GO:0019572
 galM,GO:0019852
 galM,GO:0019577
 galM,GO:0019572
 pgm,GO:0019852
 pgm,GO:0019577
 pgm,GO:0019572
 gapN,GO:0019852
 gapN,GO:0019577
 gapN,GO:0019572
 bglA-1,GO:0019852
 bglA-1,GO:0019577
 bglA-1,GO:0019572
 bglA-2,GO:0019852
 bglA-2,GO:0019577
 bglA-2,GO:0019572
gki,GO:0006633
