gene_name,go_term
 ruvA,GO:0006525
 ruvA,GO:0006560
 ruvB,GO:0006525
 ruvB,GO:0006560
 recG,GO:0006525
 recG,GO:0006560
 dnaE,GO:0006525
 dnaE,GO:0006560
 polC,GO:0006525
 polC,GO:0006560
 dnaN,GO:0006525
 dnaN,GO:0006560
 dnaX,GO:0006525
 dnaX,GO:0006560
 holA,GO:0006525
 holA,GO:0006560
 holB,GO:0006525
 holB,GO:0006560
 priA,GO:0006525
 priA,GO:0006560
recJ,GO:1901769
 ssb,GO:1901769
 recF,GO:1901769
 recO,GO:1901769
 recR,GO:1901769
 recA,GO:1901769
 ruvA,GO:1901769
 ruvB,GO:1901769
 recG,GO:1901769
 helicase,GO:1901769
 dnaE,GO:1901769
 polC,GO:1901769
 dnaN,GO:1901769
 dnaX,GO:1901769
 holA,GO:1901769
 holB,GO:1901769
 priA,GO:1901769
recJ,GO:0043639
 ssb,GO:0043639
 recF,GO:0043639
 recO,GO:0043639
 recR,GO:0043639
 recA,GO:0043639
 polA,GO:0043639
 ruvA,GO:0043639
 ruvB,GO:0043639
 recG,GO:0043639
 helicase,GO:0043639
 dnaN,GO:0043639
 dnaX,GO:0043639
 holB,GO:0043639
recJ,GO:0009094
recJ,GO:0006571
recJ,GO:0000162
 ssbA,GO:0009094
 ssbA,GO:0006571
 ssbA,GO:0000162
 ssbB,GO:0009094
 ssbB,GO:0006571
 ssbB,GO:0000162
 recF,GO:0009094
 recF,GO:0006571
 recF,GO:0000162
 recO,GO:0009094
 recO,GO:0006571
 recO,GO:0000162
 recR,GO:0009094
 recR,GO:0006571
 recR,GO:0000162
 recA,GO:0009094
 recA,GO:0006571
 recA,GO:0000162
 polA,GO:0009094
 polA,GO:0006571
 polA,GO:0000162
 ruvA,GO:0009094
 ruvA,GO:0006571
 ruvA,GO:0000162
 ruvB,GO:0009094
 ruvB,GO:0006571
 ruvB,GO:0000162
 recG,GO:0009094
 recG,GO:0006571
 recG,GO:0000162
 recD,GO:0009094
 recD,GO:0006571
 recD,GO:0000162
 polC,GO:0009094
 polC,GO:0006571
 polC,GO:0000162
 dnaN,GO:0009094
 dnaN,GO:0006571
 dnaN,GO:0000162
 dnaX,GO:0009094
 dnaX,GO:0006571
 dnaX,GO:0000162
 holA,GO:0009094
 holA,GO:0006571
 holA,GO:0000162
 holB,GO:0009094
 holB,GO:0006571
 holB,GO:0000162
 dnaQ,GO:0009094
 dnaQ,GO:0006571
 dnaQ,GO:0000162
recJ,GO:0019530
 recO,GO:0019530
 recR,GO:0019530
 recA,GO:0019530
 ruvA,GO:0019530
 ruvB,GO:0019530
 recG,GO:0019530
 polC,GO:0019530
 dnaN,GO:0019530
 holA,GO:0019530
recJ,GO:0033052
recJ,GO:0019756
 recO,GO:0033052
 recO,GO:0019756
 recR,GO:0033052
 recR,GO:0019756
 recA,GO:0033052
 recA,GO:0019756
 ruvA,GO:0033052
 ruvA,GO:0019756
 ruvB,GO:0033052
 ruvB,GO:0019756
 recG,GO:0033052
 recG,GO:0019756
 polC,GO:0033052
 polC,GO:0019756
 dnaN,GO:0033052
 dnaN,GO:0019756
 holA,GO:0033052
 holA,GO:0019756
recJ,GO:0046416
 recO,GO:0046416
 recR,GO:0046416
 recA,GO:0046416
 ruvA,GO:0046416
 ruvB,GO:0046416
 recG,GO:0046416
 polC,GO:0046416
 dnaN,GO:0046416
 holA,GO:0046416
ribA,GO:0006749
 ribD,GO:0006749
 ribE,GO:0006749
 ribC,GO:0006749
 mreA,GO:0006749
 thiM,GO:0006749
 thiM,GO:0006749
ribA,GO:0005982
ribA,GO:0005985
 ribD,GO:0005982
 ribD,GO:0005985
 ribE,GO:0005982
 ribE,GO:0005985
 ribC,GO:0005982
 ribC,GO:0005985
 mreA,GO:0005982
 mreA,GO:0005985
 thiM,GO:0005982
 thiM,GO:0005985
 thiM,GO:0005982
 thiM,GO:0005985
ribA,GO:0006040
ribA,GO:0009225
 ribD,GO:0006040
 ribD,GO:0009225
 ribH,GO:0006040
 ribH,GO:0009225
 ribE,GO:0006040
 ribE,GO:0009225
 ribC,GO:0006040
 ribC,GO:0009225
 thiM,GO:0006040
 thiM,GO:0009225
ribA,GO:0019872
 ribD,GO:0019872
 ribH,GO:0019872
 ribE,GO:0019872
 ribC,GO:0019872
 thiM,GO:0019872
ribA,GO:0046486
 ribD,GO:0046486
 ribH,GO:0046486
 ribE,GO:0046486
 ribC,GO:0046486
 thiM,GO:0046486
ribA,GO:0006020
 ribD,GO:0006020
 ribH,GO:0006020
 ribE,GO:0006020
 ribC,GO:0006020
 thiM,GO:0006020
ribA,GO:0006650
 ribD,GO:0006650
 ribH,GO:0006650
 ribE,GO:0006650
 ribC,GO:0006650
 thiM,GO:0006650
ribA,GO:0019369
 ribD,GO:0019369
 ribH,GO:0019369
 ribE,GO:0019369
 ribC,GO:0019369
 thiM,GO:0019369
ribA,GO:0006665
 ribD,GO:0006665
 ribH,GO:0006665
 ribE,GO:0006665
 ribC,GO:0006665
 thiM,GO:0006665
ribA,GO:0006090
 ribD,GO:0006090
 ribH,GO:0006090
 ribE,GO:0006090
 ribC,GO:0006090
 thiM,GO:0006090
ribA,GO:0042184
 ribD,GO:0042184
 ribH,GO:0042184
 ribE,GO:0042184
 rpmA,GO:0042184
 thiM,GO:0042184
ribA,GO:0046487
ribA,GO:0043648
 ribD,GO:0046487
 ribD,GO:0043648
 ribH,GO:0046487
 ribH,GO:0043648
 ribE,GO:0046487
 ribE,GO:0043648
ribAB,GO:0019541
 ribD,GO:0019541
 ribE,GO:0019541
 thiM,GO:0019541
ribB,GO:0019605
 ribD,GO:0019605
 ribH,GO:0019605
 ribE,GO:0019605
 ribF,GO:0019605
 thiM,GO:0019605
ribB,GO:0035999
 ribD,GO:0035999
 ribH,GO:0035999
 ribE,GO:0035999
 ribF,GO:0035999
 thiM,GO:0035999
rpoB,GO:0015947
 rpoC,GO:0015947
 rpoA,GO:0015947
rpoB,GO:0006772
 rpoC,GO:0006772
 rpoA,GO:0006772
rpoB,GO:0006771
 rpoC,GO:0006771
 rpoA,GO:0006771
 rpoE,GO:0006771
rpoB,GO:0042816
 rpoC,GO:0042816
 rpoA,GO:0042816
 rpoE,GO:0042816
rpoB,GO:0046497
rpoB,GO:0006769
 rpoC,GO:0046497
 rpoC,GO:0006769
 rpoA,GO:0046497
 rpoA,GO:0006769
 rpoE,GO:0046497
 rpoE,GO:0006769
rpoB,GO:0015940
rpoB,GO:0015937
 rpoC,GO:0015940
 rpoC,GO:0015937
 rpoA,GO:0015940
 rpoA,GO:0015937
 rpoE,GO:0015940
 rpoE,GO:0015937
rpoB,GO:0006768
 rpoC,GO:0006768
 rpoA,GO:0006768
 rpoE,GO:0006768
rpoB,GO:0009106
 rpoC,GO:0009106
 rpoA,GO:0009106
 rpoZ,GO:0009106
 rpoE,GO:0009106
rpoB,GO:0046656
 rpoC,GO:0046656
 rpoA,GO:0046656
 rpoZ,GO:0046656
 rpoE,GO:0046656
rpoB,GO:0006778
 rpoC,GO:0006778
 rpoA,GO:0006778
 rpoZ,GO:0006778
 rpoE,GO:0006778
rpoB,GO:0009240
rpoB,GO:0016091
 rpoC,GO:0009240
 rpoC,GO:0016091
 rpoA,GO:0009240
 rpoA,GO:0016091
 rpoZ,GO:0009240
 rpoZ,GO:0016091
 rpoE,GO:0009240
 rpoE,GO:0016091
rpoB,GO:0006807
 rpoC,GO:0006807
 rpoA,GO:0006807
 rpoZ,GO:0006807
 rpoE,GO:0006807
rpoB,GO:0006790
 rpoC,GO:0006790
 rpoA,GO:0006790
 rpoZ,GO:0006790
 rpoE,GO:0006790
rpoB,GO:0043190
rpoB,GO:0043191
rpoB,GO:0043192
 rpoC,GO:0043190
 rpoC,GO:0043191
 rpoC,GO:0043192
 rpoA,GO:0043190
 rpoA,GO:0043191
 rpoA,GO:0043192
 rpoZ,GO:0043190
 rpoZ,GO:0043191
 rpoZ,GO:0043192
 rpoE,GO:0043190
 rpoE,GO:0043191
 rpoE,GO:0043192
rpoB,GO:0000160
 rpoC,GO:0000160
 rpoA,GO:0000160
 rpoZ,GO:0000160
 rpoE,GO:0000160
rpoB,GO:0009372
 rpoC,GO:0009372
 rpoA,GO:0009372
 rpoZ,GO:0009372
 rpoE,GO:0009372
rpoB,GO:0009401
 rpoC,GO:0009401
 rpoA,GO:0009401
 rpoZ,GO:0009401
 rpoE,GO:0009401
rpoB,GO:0006401
 rpoC,GO:0006401
 rpoA,GO:0006401
 rpoZ,GO:0006401
 rpoE,GO:0006401
rpoB,GO:0000428
 rpoC,GO:0000428
 rpoA,GO:0000428
 rpoZ,GO:0000428
 rpoE,GO:0000428
rpoB,GO:0043952
rpoB,GO:0043953
 rpoC,GO:0043952
 rpoC,GO:0043953
 rpoA,GO:0043952
 rpoA,GO:0043953
 rpoZ,GO:0043952
 rpoZ,GO:0043953
 rpoE,GO:0043952
 rpoE,GO:0043953
scrA,GO:0030253
scrA,GO:0015628
scrA,GO:0030254
scrA,GO:0030255
scrA,GO:0046819
scrA,GO:0033103
scrA,GO:0044098
scrA,GO:0043952
scrA,GO:0043953
 scrB,GO:0030253
 scrB,GO:0015628
 scrB,GO:0030254
 scrB,GO:0030255
 scrB,GO:0046819
 scrB,GO:0033103
 scrB,GO:0044098
 scrB,GO:0043952
 scrB,GO:0043953
 sacA,GO:0030253
 sacA,GO:0015628
 sacA,GO:0030254
 sacA,GO:0030255
 sacA,GO:0046819
 sacA,GO:0033103
 sacA,GO:0044098
 sacA,GO:0043952
 sacA,GO:0043953
 gtfA,GO:0030253
 gtfA,GO:0015628
 gtfA,GO:0030254
 gtfA,GO:0030255
 gtfA,GO:0046819
 gtfA,GO:0033103
 gtfA,GO:0044098
 gtfA,GO:0043952
 gtfA,GO:0043953
 galU,GO:0030253
 galU,GO:0015628
 galU,GO:0030254
 galU,GO:0030255
 galU,GO:0046819
 galU,GO:0033103
 galU,GO:0044098
 galU,GO:0043952
 galU,GO:0043953
 bgl2,GO:0030253
 bgl2,GO:0015628
 bgl2,GO:0030254
 bgl2,GO:0030255
 bgl2,GO:0046819
 bgl2,GO:0033103
 bgl2,GO:0044098
 bgl2,GO:0043952
 bgl2,GO:0043953
 PTS-EIIA,GO:0030253
 PTS-EIIA,GO:0015628
 PTS-EIIA,GO:0030254
 PTS-EIIA,GO:0030255
 PTS-EIIA,GO:0046819
 PTS-EIIA,GO:0033103
 PTS-EIIA,GO:0044098
 PTS-EIIA,GO:0043952
 PTS-EIIA,GO:0043953
 PTS-EII,GO:0030253
 PTS-EII,GO:0015628
 PTS-EII,GO:0030254
 PTS-EII,GO:0030255
 PTS-EII,GO:0046819
 PTS-EII,GO:0033103
 PTS-EII,GO:0044098
 PTS-EII,GO:0043952
 PTS-EII,GO:0043953
 ptcA,GO:0030253
 ptcA,GO:0015628
 ptcA,GO:0030254
 ptcA,GO:0030255
 ptcA,GO:0046819
 ptcA,GO:0033103
 ptcA,GO:0044098
 ptcA,GO:0043952
 ptcA,GO:0043953
 PTS-EIIB,GO:0030253
 PTS-EIIB,GO:0015628
 PTS-EIIB,GO:0030254
 PTS-EIIB,GO:0030255
 PTS-EIIB,GO:0046819
 PTS-EIIB,GO:0033103
 PTS-EIIB,GO:0044098
 PTS-EIIB,GO:0043952
 PTS-EIIB,GO:0043953
 PTS-EII,GO:0030253
 PTS-EII,GO:0015628
 PTS-EII,GO:0030254
 PTS-EII,GO:0030255
 PTS-EII,GO:0046819
 PTS-EII,GO:0033103
 PTS-EII,GO:0044098
 PTS-EII,GO:0043952
 PTS-EII,GO:0043953
 ptcB,GO:0030253
 ptcB,GO:0015628
 ptcB,GO:0030254
 ptcB,GO:0030255
 ptcB,GO:0046819
 ptcB,GO:0033103
 ptcB,GO:0044098
 ptcB,GO:0043952
 ptcB,GO:0043953
 ptcC,GO:0030253
 ptcC,GO:0015628
 ptcC,GO:0030254
 ptcC,GO:0030255
 ptcC,GO:0046819
 ptcC,GO:0033103
 ptcC,GO:0044098
 ptcC,GO:0043952
 ptcC,GO:0043953
 PTS-EIIC,GO:0030253
 PTS-EIIC,GO:0015628
 PTS-EIIC,GO:0030254
 PTS-EIIC,GO:0030255
 PTS-EIIC,GO:0046819
 PTS-EIIC,GO:0033103
 PTS-EIIC,GO:0044098
 PTS-EIIC,GO:0043952
 PTS-EIIC,GO:0043953
 PTS-EII,GO:0030253
 PTS-EII,GO:0015628
 PTS-EII,GO:0030254
 PTS-EII,GO:0030255
 PTS-EII,GO:0046819
 PTS-EII,GO:0033103
 PTS-EII,GO:0044098
 PTS-EII,GO:0043952
 PTS-EII,GO:0043953
 PTS-EII,GO:0030253
 PTS-EII,GO:0015628
 PTS-EII,GO:0030254
 PTS-EII,GO:0030255
 PTS-EII,GO:0046819
 PTS-EII,GO:0033103
 PTS-EII,GO:0044098
 PTS-EII,GO:0043952
 PTS-EII,GO:0043953
 bglA,GO:0030253
 bglA,GO:0015628
 bglA,GO:0030254
 bglA,GO:0030255
 bglA,GO:0046819
 bglA,GO:0033103
 bglA,GO:0044098
 bglA,GO:0043952
 bglA,GO:0043953
 bglH,GO:0030253
 bglH,GO:0015628
 bglH,GO:0030254
 bglH,GO:0030255
 bglH,GO:0046819
 bglH,GO:0033103
 bglH,GO:0044098
 bglH,GO:0043952
 bglH,GO:0043953
 bglA,GO:0030253
 bglA,GO:0015628
 bglA,GO:0030254
 bglA,GO:0030255
 bglA,GO:0046819
 bglA,GO:0033103
 bglA,GO:0044098
 bglA,GO:0043952
 bglA,GO:0043953
 glgD,GO:0030253
 glgD,GO:0015628
 glgD,GO:0030254
 glgD,GO:0030255
 glgD,GO:0046819
 glgD,GO:0033103
 glgD,GO:0044098
 glgD,GO:0043952
 glgD,GO:0043953
 glgC,GO:0030253
 glgC,GO:0015628
 glgC,GO:0030254
 glgC,GO:0030255
 glgC,GO:0046819
 glgC,GO:0033103
 glgC,GO:0044098
 glgC,GO:0043952
 glgC,GO:0043953
 glgA,GO:0030253
 glgA,GO:0015628
 glgA,GO:0030254
 glgA,GO:0030255
 glgA,GO:0046819
 glgA,GO:0033103
 glgA,GO:0044098
 glgA,GO:0043952
 glgA,GO:0043953
 glgB,GO:0030253
 glgB,GO:0015628
 glgB,GO:0030254
 glgB,GO:0030255
 glgB,GO:0046819
 glgB,GO:0033103
 glgB,GO:0044098
 glgB,GO:0043952
 glgB,GO:0043953
 malP,GO:0030253
 malP,GO:0015628
 malP,GO:0030254
 malP,GO:0030255
 malP,GO:0046819
 malP,GO:0033103
 malP,GO:0044098
 malP,GO:0043952
 malP,GO:0043953
 pulI,GO:0030253
 pulI,GO:0015628
 pulI,GO:0030254
 pulI,GO:0030255
 pulI,GO:0046819
 pulI,GO:0033103
 pulI,GO:0044098
 pulI,GO:0043952
 pulI,GO:0043953
 amy,GO:0030253
 amy,GO:0015628
 amy,GO:0030254
 amy,GO:0030255
 amy,GO:0046819
 amy,GO:0033103
 amy,GO:0044098
 amy,GO:0043952
 amy,GO:0043953
 nplT,GO:0030253
 nplT,GO:0015628
 nplT,GO:0030254
 nplT,GO:0030255
 nplT,GO:0046819
 nplT,GO:0033103
 nplT,GO:0044098
 nplT,GO:0043952
 nplT,GO:0043953
 malM,GO:0030253
 malM,GO:0015628
 malM,GO:0030254
 malM,GO:0030255
 malM,GO:0046819
 malM,GO:0033103
 malM,GO:0044098
 malM,GO:0043952
 malM,GO:0043953
 ptsG,GO:0030253
 ptsG,GO:0015628
 ptsG,GO:0030254
 ptsG,GO:0030255
 ptsG,GO:0046819
 ptsG,GO:0033103
 ptsG,GO:0044098
 ptsG,GO:0043952
 ptsG,GO:0043953
 Hypothetical protein [KO:K06896] [EC:3.1.3.90],GO:0030253
 Hypothetical protein [KO:K06896] [EC:3.1.3.90],GO:0015628
 Hypothetical protein [KO:K06896] [EC:3.1.3.90],GO:0030254
 Hypothetical protein [KO:K06896] [EC:3.1.3.90],GO:0030255
 Hypothetical protein [KO:K06896] [EC:3.1.3.90],GO:0046819
 Hypothetical protein [KO:K06896] [EC:3.1.3.90],GO:0033103
 Hypothetical protein [KO:K06896] [EC:3.1.3.90],GO:0044098
 Hypothetical protein [KO:K06896] [EC:3.1.3.90],GO:0043952
 Hypothetical protein [KO:K06896] [EC:3.1.3.90],GO:0043953
 treP,GO:0030253
 treP,GO:0015628
 treP,GO:0030254
 treP,GO:0030255
 treP,GO:0046819
 treP,GO:0033103
 treP,GO:0044098
 treP,GO:0043952
 treP,GO:0043953
 dexS,GO:0030253
 dexS,GO:0015628
 dexS,GO:0030254
 dexS,GO:0030255
 dexS,GO:0046819
 dexS,GO:0033103
 dexS,GO:0044098
 dexS,GO:0043952
 dexS,GO:0043953
 pgm,GO:0030253
 pgm,GO:0015628
 pgm,GO:0030254
 pgm,GO:0030255
 pgm,GO:0046819
 pgm,GO:0033103
 pgm,GO:0044098
 pgm,GO:0043952
 pgm,GO:0043953
 glcK,GO:0030253
 glcK,GO:0015628
 glcK,GO:0030254
 glcK,GO:0030255
 glcK,GO:0046819
 glcK,GO:0033103
 glcK,GO:0044098
 glcK,GO:0043952
 glcK,GO:0043953
 gpi,GO:0030253
 gpi,GO:0015628
 gpi,GO:0030254
 gpi,GO:0030255
 gpi,GO:0046819
 gpi,GO:0033103
 gpi,GO:0044098
 gpi,GO:0043952
 gpi,GO:0043953
 scrK,GO:0030253
 scrK,GO:0015628
 scrK,GO:0030254
 scrK,GO:0030255
 scrK,GO:0046819
 scrK,GO:0033103
 scrK,GO:0044098
 scrK,GO:0043952
 scrK,GO:0043953
scrA,GO:0006284
scrA,GO:0006285
scrA,GO:0006286
scrA,GO:0006287
scrA,GO:0006288
 scrB,GO:0006284
 scrB,GO:0006285
 scrB,GO:0006286
 scrB,GO:0006287
 scrB,GO:0006288
 sacA,GO:0006284
 sacA,GO:0006285
 sacA,GO:0006286
 sacA,GO:0006287
 sacA,GO:0006288
 galU,GO:0006284
 galU,GO:0006285
 galU,GO:0006286
 galU,GO:0006287
 galU,GO:0006288
 licC,GO:0006284
 licC,GO:0006285
 licC,GO:0006286
 licC,GO:0006287
 licC,GO:0006288
 bglA,GO:0006284
 bglA,GO:0006285
 bglA,GO:0006286
 bglA,GO:0006287
 bglA,GO:0006288
 glgD,GO:0006284
 glgD,GO:0006285
 glgD,GO:0006286
 glgD,GO:0006287
 glgD,GO:0006288
 glgC,GO:0006284
 glgC,GO:0006285
 glgC,GO:0006286
 glgC,GO:0006287
 glgC,GO:0006288
 glgA,GO:0006284
 glgA,GO:0006285
 glgA,GO:0006286
 glgA,GO:0006287
 glgA,GO:0006288
 glgB,GO:0006284
 glgB,GO:0006285
 glgB,GO:0006286
 glgB,GO:0006287
 glgB,GO:0006288
 malP,GO:0006284
 malP,GO:0006285
 malP,GO:0006286
 malP,GO:0006287
 malP,GO:0006288
 pulI,GO:0006284
 pulI,GO:0006285
 pulI,GO:0006286
 pulI,GO:0006287
 pulI,GO:0006288
 amy,GO:0006284
 amy,GO:0006285
 amy,GO:0006286
 amy,GO:0006287
 amy,GO:0006288
 nplT,GO:0006284
 nplT,GO:0006285
 nplT,GO:0006286
 nplT,GO:0006287
 nplT,GO:0006288
 malM,GO:0006284
 malM,GO:0006285
 malM,GO:0006286
 malM,GO:0006287
 malM,GO:0006288
 ptsG,GO:0006284
 ptsG,GO:0006285
 ptsG,GO:0006286
 ptsG,GO:0006287
 ptsG,GO:0006288
 treP,GO:0006284
 treP,GO:0006285
 treP,GO:0006286
 treP,GO:0006287
 treP,GO:0006288
 dexS,GO:0006284
 dexS,GO:0006285
 dexS,GO:0006286
 dexS,GO:0006287
 dexS,GO:0006288
 pgm,GO:0006284
 pgm,GO:0006285
 pgm,GO:0006286
 pgm,GO:0006287
 pgm,GO:0006288
 glcK,GO:0006284
 glcK,GO:0006285
 glcK,GO:0006286
 glcK,GO:0006287
 glcK,GO:0006288
 gpi,GO:0006284
 gpi,GO:0006285
 gpi,GO:0006286
 gpi,GO:0006287
 gpi,GO:0006288
 scrK,GO:0006284
 scrK,GO:0006285
 scrK,GO:0006286
 scrK,GO:0006287
 scrK,GO:0006288
scrA,GO:0006289
 scrB,GO:0006289
 hasC,GO:0006289
 glgC,GO:0006289
 glgA,GO:0006289
 glgB,GO:0006289
 glgP,GO:0006289
 malQ,GO:0006289
 treA,GO:0006289
 pgmA,GO:0006289
 glkA,GO:0006289
 pgi,GO:0006289
 scrK,GO:0006289
scrA,GO:0006298
 scrB,GO:0006298
 hasC,GO:0006298
 licC,GO:0006298
 glgC,GO:0006298
 glgA,GO:0006298
 glgB,GO:0006298
 glgP,GO:0006298
 malQ,GO:0006298
 treA,GO:0006298
 pgmA,GO:0006298
 glkA,GO:0006298
 pgi,GO:0006298
 scrK,GO:0006298
scrA,GO:0000724
 scrB,GO:0000724
 cap3C,GO:0000724
 hasC,GO:0000724
 licC,GO:0000724
 glgC,GO:0000724
 glgA,GO:0000724
 glgB,GO:0000724
 glgP,GO:0000724
 malQ,GO:0000724
 treA,GO:0000724
 pgm,GO:0000724
 pgmA,GO:0000724
 glkA,GO:0000724
 pgi,GO:0000724
 scrK,GO:0000724
scrA,GO:0006096
scrA,GO:0006094
 scrB,GO:0006096
 scrB,GO:0006094
 hasC,GO:0006096
 hasC,GO:0006094
 cap3C,GO:0006096
 cap3C,GO:0006094
 licC,GO:0006096
 licC,GO:0006094
 glgC,GO:0006096
 glgC,GO:0006094
 glgA,GO:0006096
 glgA,GO:0006094
 glgB,GO:0006096
 glgB,GO:0006094
 glgP,GO:0006096
 glgP,GO:0006094
 malQ,GO:0006096
 malQ,GO:0006094
 treA,GO:0006096
 treA,GO:0006094
 pgm,GO:0006096
 pgm,GO:0006094
 pgmA,GO:0006096
 pgmA,GO:0006094
 glkA,GO:0006096
 glkA,GO:0006094
 pgi,GO:0006096
 pgi,GO:0006094
 scrK,GO:0006096
 scrK,GO:0006094
scrA,GO:0006099
 scrB,GO:0006099
 cap3C,GO:0006099
 hasC,GO:0006099
 licC,GO:0006099
 glgC,GO:0006099
 glgA,GO:0006099
 glgB,GO:0006099
 glgP,GO:0006099
 malQ,GO:0006099
 treA,GO:0006099
 pgm,GO:0006099
 pgmA,GO:0006099
 glkA,GO:0006099
 pgi,GO:0006099
 scrK,GO:0006099
scrA,GO:0006098
 scrB,GO:0006098
 cap3C,GO:0006098
 hasC,GO:0006098
 licC,GO:0006098
 glgA,GO:0006098
 glgB,GO:0006098
 glgP,GO:0006098
 malQ,GO:0006098
 treA,GO:0006098
 pgm,GO:0006098
 pgmA,GO:0006098
 glkA,GO:0006098
 pgi,GO:0006098
 scrK,GO:0006098
scrA,GO:0006000
scrA,GO:0006013
 scrB,GO:0006000
 scrB,GO:0006013
 hasC,GO:0006000
 hasC,GO:0006013
 cap3C,GO:0006000
 cap3C,GO:0006013
 licC,GO:0006000
 licC,GO:0006013
 glgC,GO:0006000
 glgC,GO:0006013
 glgA,GO:0006000
 glgA,GO:0006013
 glgB,GO:0006000
 glgB,GO:0006013
 glgP,GO:0006000
 glgP,GO:0006013
 malQ,GO:0006000
 malQ,GO:0006013
 treA,GO:0006000
 treA,GO:0006013
 pgmA,GO:0006000
 pgmA,GO:0006013
 pgm,GO:0006000
 pgm,GO:0006013
 glkA,GO:0006000
 glkA,GO:0006013
 pgi,GO:0006000
 pgi,GO:0006013
 scrK,GO:0006000
 scrK,GO:0006013
scrA,GO:0006012
 scrB,GO:0006012
 hasC,GO:0006012
 licC,GO:0006012
 glgC,GO:0006012
 glgA,GO:0006012
 glgB,GO:0006012
 glgP,GO:0006012
 malQ,GO:0006012
 treA,GO:0006012
 pgmA,GO:0006012
 glkA,GO:0006012
 pgi,GO:0006012
 scrK,GO:0006012
scrK,GO:0019852
scrK,GO:0019577
scrK,GO:0019572
 pmi,GO:0019852
 pmi,GO:0019577
 pmi,GO:0019572
 fucI,GO:0019852
 fucI,GO:0019577
 fucI,GO:0019572
 pfk,GO:0019852
 pfk,GO:0019577
 pfk,GO:0019572
 fruK,GO:0019852
 fruK,GO:0019577
 fruK,GO:0019572
 fba,GO:0019852
 fba,GO:0019577
 fba,GO:0019572
 tpi,GO:0019852
 tpi,GO:0019577
 tpi,GO:0019572
 fruA,GO:0019852
 fruA,GO:0019577
 fruA,GO:0019572
 manL,GO:0019852
 manL,GO:0019577
 manL,GO:0019572
 manM,GO:0019852
 manM,GO:0019577
 manM,GO:0019572
 manN,GO:0019852
 manN,GO:0019577
 manN,GO:0019572
scrK,GO:0006633
 manA,GO:0006633
 fucI,GO:0006633
 xylB,GO:0006633
 fruK,GO:0006633
 fruI,GO:0006633
 manL,GO:0006633
 manM,GO:0006633
 manN,GO:0006633
scrK,GO:0009062
 pmi,GO:0009062
 fucI,GO:0009062
 fucK,GO:0009062
 pfk,GO:0009062
 fruK,GO:0009062
 fba,GO:0009062
 tpi,GO:0009062
 fruA,GO:0009062
 manL,GO:0009062
 manM,GO:0009062
 manN,GO:0009062
scrK,GO:0006526
 pmi,GO:0006526
 fucI,GO:0006526
 fucK,GO:0006526
 pfk,GO:0006526
 fruK,GO:0006526
 fba,GO:0006526
 tpi,GO:0006526
 fruA,GO:0006526
 manL,GO:0006526
 manM,GO:0006526
 manN,GO:0006526
scrK,GO:0006163
scrK,GO:0042278
 pmi,GO:0006163
 pmi,GO:0042278
 fucI,GO:0006163
 fucI,GO:0042278
 fucK,GO:0006163
 fucK,GO:0042278
 pfk,GO:0006163
 pfk,GO:0042278
 fruK,GO:0006163
 fruK,GO:0042278
 fba,GO:0006163
 fba,GO:0042278
 tpi,GO:0006163
 tpi,GO:0042278
 fruA,GO:0006163
 fruA,GO:0042278
 manL,GO:0006163
 manL,GO:0042278
 manM,GO:0006163
 manM,GO:0042278
 manN,GO:0006163
 manN,GO:0042278
scrK,GO:0006220
scrK,GO:0006213
 pmi,GO:0006220
 pmi,GO:0006213
 fucI,GO:0006220
 fucI,GO:0006213
 fucK,GO:0006220
 fucK,GO:0006213
 pfk,GO:0006220
 pfk,GO:0006213
 fruK,GO:0006220
 fruK,GO:0006213
 fba,GO:0006220
 fba,GO:0006213
 tpi,GO:0006220
 tpi,GO:0006213
 fruA,GO:0006220
 fruA,GO:0006213
 manL,GO:0006220
 manL,GO:0006213
 manM,GO:0006220
 manM,GO:0006213
 manN,GO:0006220
 manN,GO:0006213
scrK,GO:0006522
scrK,GO:0006531
scrK,GO:0006536
 pmi,GO:0006522
 pmi,GO:0006531
 pmi,GO:0006536
 fucI,GO:0006522
 fucI,GO:0006531
 fucI,GO:0006536
 fucA,GO:0006522
 fucA,GO:0006531
 fucA,GO:0006536
 fucK,GO:0006522
 fucK,GO:0006531
 fucK,GO:0006536
 pfk,GO:0006522
 pfk,GO:0006531
 pfk,GO:0006536
 mtlD,GO:0006522
 mtlD,GO:0006531
 mtlD,GO:0006536
 fruK,GO:0006522
 fruK,GO:0006531
 fruK,GO:0006536
 fba,GO:0006522
 fba,GO:0006531
 fba,GO:0006536
 tpi,GO:0006522
 tpi,GO:0006531
 tpi,GO:0006536
 fruA,GO:0006522
 fruA,GO:0006531
 fruA,GO:0006536
 manL,GO:0006522
 manL,GO:0006531
 manL,GO:0006536
 manM,GO:0006522
 manM,GO:0006531
 manM,GO:0006536
 manN,GO:0006522
 manN,GO:0006531
 manN,GO:0006536
 mtlF,GO:0006522
 mtlF,GO:0006531
 mtlF,GO:0006536
 mtlA,GO:0006522
 mtlA,GO:0006531
 mtlA,GO:0006536
scrK,GO:0006544
scrK,GO:0006563
scrK,GO:0070178
scrK,GO:0006566
 pmi,GO:0006544
 pmi,GO:0006563
 pmi,GO:0070178
 pmi,GO:0006566
 fucI,GO:0006544
 fucI,GO:0006563
 fucI,GO:0070178
 fucI,GO:0006566
 fucA,GO:0006544
 fucA,GO:0006563
